ppi;epsilon;from;to;x;y;stepsize;sampledvalue;n;mean;stddev;rmse;truevalue;functionset
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;66.0;7.516883695899641E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;67.0;7.150280952089414E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;68.0;6.469841754920291E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;69.0;6.154303849143516E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;70.0;5.568644404667787E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;71.0;5.29705841230126E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;72.0;4.7929766569723323E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;73.0;4.5592204270571477E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;74.0;4.125353239475195E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;75.0;3.9241573878481454E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;76.0;3.5507244387872507E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;77.0;3.3775535644682173E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;78.0;3.056136846551574E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;79.0;2.9070872937406807E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;80.0;2.6304413608734624E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;81.0;2.50215322188654E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;82.0;2.264041860822173E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
ReturnedIn28Days;0.1;2013-11-01T00:00:00.000Z;2014-02-28T23:59:59.999Z;83.0;2.1536232363154013E-4;1.0;10.0;150;17.45665107443285;13.651965787336497;15.247296747827596;10.666666666666668;[Standard, Sum_lap, Sum_exp]
